Fecha,A_precio,A_change,B_precio,B_change,C_precio,C_change,D_precio,D_change,E_precio,E_change
26/04/2019,45308.16,0.00,39078.85,0.00,44611.62,0.00,34662.05,0.00,43698.53,0.00
27/04/2019,45308.16,0.00,39078.85,0.00,44611.62,0.00,34662.05,0.00,43698.53,0.00
28/04/2019,45308.16,2.74,39078.85,2.35,44611.62,2.61,34662.05,2.76,43698.53,2.92
29/04/2019,45323.61,5.41,39089.34,05.04,44625.26,4.62,34677.80,3.17,43717.06,-3.11
30/04/2019,45546.54,0.00,39244.56,0.00,44726.75,0.00,34701.53,0.00,43694.68,0.00
1/05/2019,45546.54,3.25,39244.56,3.26,44726.75,3.70,34701.53,3.22,43694.68,3.17
2/05/2019,45572.28,4.83,39270.64,4.14,44767.18,3.70,34726.64,2.76,43718.53,1.31
3/05/2019,45697.90,0.00,39333.53,0.00,44807.45,0.00,34742.49,0.00,43722.25,0.00
4/05/2019,45697.90,0.00,39333.53,0.00,44807.45,0.00,34742.49,0.00,43722.25,0.00
5/05/2019,45697.90,-3.45,39333.53,-2.92,44807.45,-3.31,34742.49,02.06,43722.25,3.32
6/05/2019,45666.40,-5.56,39315.01,-5.01,44780.18,-4.71,34750.35,-3.34,43749.86,1.22
7/05/2019,45406.62,-5.78,39165.34,-5.46,44669.36,-5.00,34722.04,-4.06,43753.26,-3.10
8/05/2019,45083.79,-4.19,38929.87,-3.54,44520.64,-3.48,34664.11,1.17,43730.99,2.25
9/05/2019,45017.61,-4.03,38895.42,-3.64,44488.28,-2.62,34667.33,-0.71,43740.46,1.56
10/05/2019,44961.41,0.00,38857.46,0.00,44474.49,0.00,34667.82,0.00,43745.21,0.00
11/05/2019,44961.41,0.00,38857.46,0.00,44474.49,0.00,34667.82,0.00,43745.21,0.00
12/05/2019,44961.41,-4.97,38857.46,-4.45,44474.49,-4.10,34667.82,-2.70,43745.21,3.28
13/05/2019,44818.00,-5.63,38771.82,-5.15,44414.06,-4.44,34652.95,-2.97,43771.71,2.75
14/05/2019,44538.84,4.64,38598.96,04.02,44328.91,2.60,34633.47,2.23,43787.43,01.06
15/05/2019,44642.51,4.56,38654.64,4.16,44342.42,3.99,34642.80,3.25,43790.31,03.08
16/05/2019,44738.35,3.64,38718.96,3.53,44396.23,2.83,34668.61,1.33,43812.06,2.12
17/05/2019,44776.43,0.00,38753.23,0.00,44413.23,0.00,34672.39,0.00,43820.38,0.00
18/05/2019,44776.43,0.00,38753.23,0.00,44413.23,0.00,34672.39,0.00,43820.38,0.00
19/05/2019,44776.43,-4.52,38753.23,-4.35,44413.23,-3.53,34672.39,-2.13,43820.38,2.40
20/05/2019,44684.16,0.00,38675.47,0.00,44379.23,0.00,34664.00,0.00,43831.39,0.00
21/05/2019,44684.16,4.83,38675.47,4.19,44379.23,4.00,34664.00,3.96,43831.39,03.03
22/05/2019,44809.02,-2.95,38741.25,-1.72,44433.93,2.94,34716.34,3.13,43852.05,3.18
23/05/2019,44789.96,-5.68,38735.66,-5.28,44452.82,-4.53,34739.19,02.09,43876.10,04.09
24/05/2019,44496.07,0.00,38540.15,0.00,44359.84,0.00,34747.29,0.00,43935.84,0.00
25/05/2019,44496.07,0.00,38540.15,0.00,44359.84,0.00,34747.29,0.00,43935.84,0.00
26/05/2019,44496.07,-3.30,38540.15,-0.13,44359.84,2.76,34747.29,2.76,43935.84,3.16
27/05/2019,44469.03,4.51,38541.03,4.34,44375.67,4.63,34763.14,4.42,43959.43,4.38
28/05/2019,44559.65,5.52,38618.00,5.18,44478.62,5.32,34845.97,4.94,44039.26,4.43
29/05/2019,44809.76,4.77,38795.56,4.65,44683.60,05.09,34986.40,4.96,44123.04,4.85
30/05/2019,44927.59,4.40,38900.38,4.28,44846.41,3.77,35128.31,01.06,44250.72,-1.94
31/05/2019,45009.28,0.00,38972.28,0.00,44890.00,0.00,35131.20,0.00,44243.75,0.00
1/06/2019,45009.28,0.00,38972.28,0.00,44890.00,0.00,35131.20,0.00,44243.75,0.00
2/06/2019,45009.28,4.40,38972.28,4.42,44890.00,4.83,35131.20,4.50,44243.75,4.36
3/06/2019,45090.56,-4.45,39055.64,-3.19,45015.33,-1.86,35221.07,1.38,44322.04,3.56
4/06/2019,45005.11,-4.33,39031.32,-3.99,45008.93,-3.97,35225.05,-0.58,44357.32,3.54
5/06/2019,44928.82,-5.11,38977.09,-4.50,44956.12,-0.99,35223.27,3.94,44391.94,4.46
6/06/2019,44763.88,-3.41,38886.97,-3.34,44953.44,-2.26,35274.82,3.30,44478.18,3.44
7/06/2019,44733.65,0.00,38858.69,0.00,44943.82,0.00,35301.80,0.00,44509.37,0.00
8/06/2019,44733.65,0.00,38858.69,0.00,44943.82,0.00,35301.80,0.00,44509.37,0.00
9/06/2019,44733.65,5.24,38858.69,4.96,44943.82,05.08,35301.80,4.83,44509.37,4.79
10/06/2019,44921.56,6.27,39000.71,06.06,45104.84,6.29,35427.61,5.94,44629.42,5.93
11/06/2019,45450.49,5.25,39427.12,5.21,45644.65,5.30,35808.87,4.83,45004.21,4.49
12/06/2019,45641.15,-4.60,39609.51,-4.01,45844.18,-3.09,35934.02,2.35,45093.19,3.11
13/06/2019,45542.10,4.60,39554.17,3.95,45822.22,3.22,35944.54,2.18,45115.53,-2.42
14/06/2019,45641.47,0.00,39605.92,0.00,45847.23,0.00,35953.43,0.00,45104.32,0.00
15/06/2019,45641.47,0.00,39605.92,0.00,45847.23,0.00,35953.43,0.00,45104.32,0.00
16/06/2019,45641.47,-4.73,39605.92,-4.59,45847.23,-4.62,35953.43,-4.28,45104.32,-4.21
17/06/2019,45528.29,-3.10,39507.06,-2.82,45745.60,-2.67,35881.04,0.57,45037.04,1.19
18/06/2019,45506.02,5.64,39490.24,5.25,45731.15,5.12,35882.81,4.57,45040.33,04.08
19/06/2019,45787.40,4.95,39681.29,4.48,45899.15,4.53,35979.22,3.69,45099.20,2.97
20/06/2019,45929.05,-2.49,39769.12,3.79,45991.51,4.59,36019.34,4.61,45118.69,4.79
21/06/2019,45917.00,0.00,39813.36,0.00,46089.66,0.00,36119.63,0.00,45239.57,0.00
22/06/2019,45917.00,0.00,39813.36,0.00,46089.66,0.00,36119.63,0.00,45239.57,0.00
23/06/2019,45917.00,-4.16,39813.36,-3.60,46089.66,-3.14,36119.63,-2.04,45239.57,-0.27
24/06/2019,45852.63,-3.82,39776.62,-3.19,46066.46,-3.39,36111.92,-3.18,45240.33,-2.60
25/06/2019,45807.22,-5.84,39752.22,-5.39,46036.89,-5.21,36087.95,-4.55,45226.90,-3.67
26/06/2019,45464.01,4.61,39532.57,3.75,45853.88,-3.13,35992.97,-4.09,45187.47,-4.65
27/06/2019,45564.13,4.65,39575.07,4.28,45831.10,04.06,35933.52,3.46,45082.62,03.07
28/06/2019,45668.27,0.00,39647.15,0.00,45889.09,0.00,35965.47,0.00,45104.12,0.00
29/06/2019,45668.27,0.00,39647.15,0.00,45889.09,0.00,35965.47,0.00,45104.12,0.00
30/06/2019,45668.27,4.76,39647.15,4.54,45889.09,4.71,35965.47,4.38,45104.12,4.41
1/07/2019,45785.04,5.41,39741.22,4.97,46000.46,4.74,36044.92,3.74,45186.66,-2.45
2/07/2019,46009.38,4.80,39885.58,4.43,46114.49,4.56,36087.02,4.19,45175.09,4.14
3/07/2019,46131.03,4.15,39969.64,3.82,46210.33,04.08,36153.13,4.00,45237.68,3.95
4/07/2019,46194.75,-3.32,40015.27,-0.46,46269.37,2.64,36207.87,03.08,45289.59,3.15
5/07/2019,46167.22,0.00,40015.90,0.00,46283.42,0.00,36229.53,0.00,45312.89,0.00
6/07/2019,46167.22,0.00,40015.90,0.00,46283.42,0.00,36229.53,0.00,45312.89,0.00
7/07/2019,46167.22,5.14,40015.90,4.41,46283.42,2.64,36229.53,-3.04,45312.89,-4.21
8/07/2019,46337.41,-4.03,40098.31,-4.09,46297.50,-3.59,36208.54,1.74,45245.74,2.48
9/07/2019,46280.91,3.42,40038.54,03.06,46261.20,2.84,36214.25,3.24,45257.72,2.76
10/07/2019,46311.34,3.53,40059.88,3.39,46278.36,04.05,36239.85,04.06,45273.58,4.14
11/07/2019,46345.37,-2.45,40089.50,2.19,46335.52,2.36,36297.59,2.43,45336.34,2.71
12/07/2019,46333.81,0.00,40098.41,0.00,46346.15,0.00,36308.90,0.00,45351.38,0.00
13/07/2019,46333.81,0.00,40098.41,0.00,46346.15,0.00,36308.90,0.00,45351.38,0.00
14/07/2019,46333.81,-4.69,40098.41,-4.28,46346.15,-4.25,36308.90,-3.45,45351.38,-0.96
15/07/2019,46224.78,0.00,40026.48,0.00,46276.35,0.00,36277.54,0.00,45348.76,0.00
16/07/2019,46224.78,-3.96,40026.48,-2.62,46276.35,1.89,36277.54,2.16,45348.76,3.34
17/07/2019,46172.46,-3.18,40012.79,-0.27,46282.96,4.00,36286.19,4.18,45376.86,04.09
18/07/2019,46148.47,3.59,40011.48,3.30,46337.56,04.01,36351.36,4.21,45436.73,4.34
19/07/2019,46184.79,0.00,40038.59,0.00,46392.97,0.00,36418.53,0.00,45513.60,0.00
20/07/2019,46184.79,0.00,40038.59,0.00,46392.97,0.00,36418.53,0.00,45513.60,0.00
21/07/2019,46184.79,4.81,40038.59,4.76,46392.97,5.32,36418.53,5.10,45513.60,05.07
22/07/2019,46307.36,04.04,40155.62,04.02,46596.76,4.51,36583.15,4.48,45673.41,4.41
23/07/2019,46364.01,5.17,40211.35,4.86,46687.68,05.05,36671.28,4.77,45755.83,4.58
24/07/2019,46539.28,4.53,40340.33,4.49,46843.43,4.81,36788.95,4.71,45853.17,4.61
25/07/2019,46632.30,3.91,40429.18,3.51,46965.55,04.01,36900.35,3.36,45953.55,3.10
26/07/2019,46682.26,0.00,40462.48,0.00,47020.90,0.00,36929.10,0.00,45975.84,0.00
27/07/2019,46682.26,0.00,40462.48,0.00,47020.90,0.00,36929.10,0.00,45975.84,0.00
28/07/2019,46682.26,05.07,40462.48,4.73,47020.90,4.48,36929.10,04.07,45975.84,3.84
29/07/2019,46841.97,-3.55,40575.47,-3.38,47108.76,2.27,36987.48,3.17,46022.35,3.41
30/07/2019,46807.13,2.36,40546.00,2.63,47118.40,2.52,37011.28,2.99,46052.66,03.09
31/07/2019,46817.69,-5.07,40559.92,-4.31,47130.82,2.95,37031.20,3.89,46074.54,4.37
1/08/2019,46657.74,-4.58,40485.83,-4.27,47149.85,-3.25,37080.08,1.36,46153.65,03.06
2/08/2019,46559.76,0.00,40414.06,0.00,47124.01,0.00,37083.97,0.00,46175.06,0.00
3/08/2019,46559.76,0.00,40414.06,0.00,47124.01,0.00,37083.97,0.00,46175.06,0.00
4/08/2019,46559.76,-5.70,40414.06,-5.31,47124.01,-4.58,37083.97,3.19,46175.06,4.48
5/08/2019,46261.16,-6.31,40211.48,-5.81,47026.30,-4.74,37108.38,3.78,46263.27,4.85
6/08/2019,45711.25,-4.36,39876.92,-3.37,46912.04,-3.27,37152.14,03.02,46391.42,3.84
7/08/2019,45632.90,4.76,39847.90,4.60,46885.71,5.17,37172.57,5.00,46437.80,05.01
8/08/2019,45749.50,5.32,39947.64,05.02,47060.79,4.12,37321.08,0.62,46587.41,-2.87
9/08/2019,45953.84,0.00,40098.50,0.00,47122.35,0.00,37320.54,0.00,46569.86,0.00
10/08/2019,45953.84,0.00,40098.50,0.00,47122.35,0.00,37320.54,0.00,46569.86,0.00
11/08/2019,45953.84,-3.06,40098.50,-2.52,47122.35,2.88,37320.54,2.51,46569.86,2.84
12/08/2019,45932.49,-5.79,40086.02,-5.30,47140.09,-4.94,37332.81,-3.92,46586.92,1.88
13/08/2019,45605.04,-5.67,39885.98,-5.21,47000.00,-5.29,37282.21,-4.49,46593.49,-3.08
14/08/2019,45316.13,0.00,39703.36,0.00,46802.36,0.00,37193.25,0.00,46571.71,0.00
15/08/2019,45316.13,-6.18,39703.36,-5.67,46802.36,-5.07,37193.25,-3.85,46571.71,3.86
16/08/2019,44830.84,0.00,39412.19,0.00,46643.67,0.00,37146.14,0.00,46619.29,0.00
17/08/2019,44830.84,0.00,39412.19,0.00,46643.67,0.00,37146.14,0.00,46619.29,0.00
18/08/2019,44830.84,5.65,39412.19,5.30,46643.67,5.00,37146.14,4.43,46619.29,4.19
19/08/2019,45114.33,5.82,39613.41,5.40,46792.82,05.07,37230.12,4.11,46685.14,3.68
20/08/2019,45450.61,-4.71,39834.11,-4.35,46952.10,-3.55,37290.84,-1.00,46724.72,0.57
21/08/2019,45339.84,4.96,39756.93,4.77,46917.28,4.84,37288.11,4.53,46726.48,4.36
22/08/2019,45483.14,-2.69,39874.54,-3.28,47044.38,-3.06,37380.87,-2.64,46805.01,-2.93
23/08/2019,45468.38,0.00,39847.86,0.00,47023.10,0.00,37366.86,0.00,46786.24,0.00
24/08/2019,45468.38,0.00,39847.86,0.00,47023.10,0.00,37366.86,0.00,46786.24,0.00
25/08/2019,45468.38,-5.80,39847.86,-5.30,47023.10,-4.51,37366.86,-2.89,46786.24,2.82
26/08/2019,45139.60,-3.73,39648.52,-3.25,46932.14,-4.02,37348.81,-3.40,46802.99,-2.52
27/08/2019,45098.04,4.42,39622.80,4.25,46876.59,4.38,37318.80,3.91,46790.55,3.87
28/08/2019,45181.14,4.85,39692.65,4.40,46956.78,04.07,37368.84,3.73,46838.69,3.63
29/08/2019,45308.89,5.48,39774.46,05.03,47015.26,4.62,37410.41,3.41,46876.41,1.72
30/08/2019,45548.30,0.00,39928.14,0.00,47117.18,0.00,37440.73,0.00,46882.01,0.00
31/08/2019,45548.30,0.00,39928.14,0.00,47117.18,0.00,37440.73,0.00,46882.01,0.00
1/09/2019,45548.30,5.66,39928.14,5.23,47117.18,4.84,37440.73,2.57,46882.01,-3.55
2/09/2019,45834.12,4.87,40115.74,4.41,47243.37,4.10,37453.76,2.99,46847.26,-1.36
3/09/2019,45964.16,-5.13,40198.38,-4.78,47303.50,-3.37,37473.72,3.64,46843.38,4.39
4/09/2019,45794.76,5.90,40078.86,5.66,47274.37,5.82,37511.65,5.50,46923.79,5.49
5/09/2019,46159.67,05.08,40365.32,4.71,47611.06,04.06,37756.88,0.22,47166.77,-3.68
6/09/2019,46320.02,0.00,40476.77,0.00,47669.04,0.00,37756.08,0.00,47127.31,0.00
7/09/2019,46320.02,0.00,40476.77,0.00,47669.04,0.00,37756.08,0.00,47127.31,0.00
8/09/2019,46320.02,-4.64,40476.77,-4.06,47669.04,-3.72,37756.08,-2.72,47127.31,2.62
9/09/2019,46216.00,5.19,40418.92,4.77,47627.85,3.80,37740.96,-3.10,47141.11,-4.02
10/09/2019,46395.63,3.96,40536.81,3.13,47672.58,0.52,37718.79,-2.87,47085.16,-3.11
11/09/2019,46447.93,5.70,40559.66,05.08,47674.27,3.72,37701.18,-4.05,47062.69,-4.88
12/09/2019,46747.50,4.80,40719.95,4.64,47715.33,4.65,37643.79,3.94,46930.58,3.93
13/09/2019,46868.98,0.00,40823.05,0.00,47819.60,0.00,37695.31,0.00,46981.43,0.00
14/09/2019,46868.98,0.00,40823.05,0.00,47819.60,0.00,37695.31,0.00,46981.43,0.00
15/09/2019,46868.98,-4.54,40823.05,-4.37,47819.60,-4.95,37695.31,-5.00,46981.43,-5.09
16/09/2019,46775.60,3.20,40744.20,1.36,47678.58,-2.84,37546.57,-3.48,46819.29,-3.73
17/09/2019,46800.24,0.00,40748.11,0.00,47661.41,0.00,37514.13,0.00,46777.44,0.00
18/09/2019,46800.24,0.00,40748.11,0.00,47661.41,0.00,37514.13,0.00,46777.44,0.00
19/09/2019,46800.24,0.00,40748.11,0.00,47661.41,0.00,37514.13,0.00,46777.44,0.00
20/09/2019,46800.24,0.00,40748.11,0.00,47661.41,0.00,37514.13,0.00,46777.44,0.00
21/09/2019,46800.24,0.00,40748.11,0.00,47661.41,0.00,37514.13,0.00,46777.44,0.00
22/09/2019,46800.24,5.75,40748.11,5.32,47661.41,5.19,37514.13,4.21,46777.44,3.51
23/09/2019,47114.77,5.33,40952.70,4.94,47840.90,4.78,37581.41,4.21,46810.93,4.12
24/09/2019,47320.59,-5.06,41092.50,-4.59,47960.58,-3.26,37648.75,3.64,46872.62,4.13
25/09/2019,47162.80,2.18,40994.28,2.20,47934.65,-2.87,37687.00,02.01,46934.78,2.26
26/09/2019,47171.62,4.72,41003.32,3.97,47917.06,-0.28,37694.43,-3.80,46944.40,-4.13
27/09/2019,47284.00,0.00,41056.54,0.00,47915.74,0.00,37649.76,0.00,46882.52,0.00
28/09/2019,47284.00,0.00,41056.54,0.00,47915.74,0.00,37649.76,0.00,46882.52,0.00
29/09/2019,47284.00,5.33,41056.54,4.88,47915.74,4.65,37649.76,3.87,46882.52,04.03
30/09/2019,47489.98,,41187.59,-3.25,48019.85,-3.29,37697.81,-2.57,46938.69,-2.52
1/10/2019,47468.33,-5.15,41161.78,-4.90,47993.02,-4.51,37684.78,-3.95,46926.22,-3.72
2/10/2019,47295.98,-6.09,41027.46,-5.55,47902.11,-4.97,37632.82,-1.84,46885.08,4.25
3/10/2019,46853.04,-5.66,40770.20,-4.96,47758.61,-3.39,37626.53,4.61,46955.31,5.15
4/10/2019,46565.84,0.00,40626.93,0.00,47729.06,0.00,37727.45,0.00,47127.97,0.00
5/10/2019,46565.84,0.00,40626.93,0.00,47729.06,0.00,37727.45,0.00,47127.97,0.00
6/10/2019,46565.84,3.94,40626.93,04.02,47729.06,4.28,37727.45,4.27,47127.97,4.42
7/10/2019,46617.09,2.79,40682.78,3.64,47801.53,4.26,37799.15,3.89,47211.26,3.95
8/10/2019,46633.33,3.80,40720.75,3.17,47872.05,3.85,37848.21,03.07,47263.05,1.47
9/10/2019,46678.24,5.47,40744.44,5.19,47919.19,5.12,37869.73,4.70,47267.41,4.54
10/10/2019,46914.95,-4.01,40924.01,-3.89,48086.19,-4.56,37980.03,-4.56,47361.33,-4.62
11/10/2019,46859.55,0.00,40875.13,0.00,47990.65,0.00,37884.57,0.00,47259.79,0.00
12/10/2019,46859.55,0.00,40875.13,0.00,47990.65,0.00,37884.57,0.00,47259.79,0.00
13/10/2019,46859.55,5.38,40875.13,4.84,47990.65,3.32,37884.57,-4.26,47259.79,-4.79
14/10/2019,47075.84,2.63,41001.36,2.55,48018.30,-0.67,37814.08,-3.29,47140.08,-3.64
15/10/2019,47089.67,5.82,41014.22,5.30,48018.81,4.93,37787.22,3.61,47102.03,-2.54
16/10/2019,47426.87,5.56,41214.23,4.89,48157.47,4.43,37824.26,-2.63,47089.40,-4.30
17/10/2019,47685.72,-4.28,41347.41,-4.52,48241.70,-5.58,37810.44,-5.67,47015.97,-5.79
18/10/2019,47613.32,0.00,41255.95,0.00,47977.69,0.00,37519.27,0.00,46689.64,0.00
19/10/2019,47613.32,0.00,41255.95,0.00,47977.69,0.00,37519.27,0.00,46689.64,0.00
20/10/2019,47613.32,-5.23,41255.95,-5.12,47977.69,-5.26,37519.27,-5.17,46689.64,-5.29
21/10/2019,47425.82,5.98,41088.25,05.09,47784.97,3.65,37342.57,-4.14,46490.63,-5.40
22/10/2019,47822.13,5.13,41249.91,2.97,47823.63,-5.07,37279.93,-5.48,46269.68,-5.93
23/10/2019,47990.95,-4.41,41269.37,-4.27,47665.03,-3.24,37040.88,1.71,45891.95,-2.77
24/10/2019,47909.09,-2.96,41197.84,3.50,47639.49,4.55,37046.40,4.75,45875.98,5.11
25/10/2019,47889.73,0.00,41230.91,0.00,47733.66,0.00,37162.06,0.00,46041.60,0.00
26/10/2019,47889.73,0.00,41230.91,0.00,47733.66,0.00,37162.06,0.00,46041.60,0.00
27/10/2019,47889.73,5.16,41230.91,4.66,47733.66,4.19,37162.06,2.75,46041.60,-2.21
28/10/2019,48063.64,5.11,41336.76,4.31,47799.59,-3.66,37177.69,-4.71,46032.44,-5.19
29/10/2019,48228.69,-3.34,41411.45,-4.23,47760.88,-4.92,37067.00,-4.94,45853.17,-5.27
30/10/2019,48200.56,0.00,41342.83,0.00,47623.67,0.00,36927.51,0.00,45658.17,0.00
31/10/2019,48200.56,0.00,41342.83,0.00,47623.67,0.00,36927.51,0.00,45658.17,0.00
1/11/2019,48200.56,0.00,41342.83,0.00,47623.67,0.00,36927.51,0.00,45658.17,0.00
2/11/2019,48200.56,0.00,41342.83,0.00,47623.67,0.00,36927.51,0.00,45658.17,0.00
3/11/2019,48200.56,5.86,41342.83,4.87,47623.67,3.55,36927.51,-4.01,45658.17,-4.99
4/11/2019,48549.77,6.28,41473.68,5.76,47658.40,5.14,36872.47,-2.94,45510.90,-4.86
5/11/2019,49085.08,5.92,41790.26,5.25,47829.81,05.03,36853.59,3.69,45382.28,-3.83
6/11/2019,49456.02,-5.84,41979.91,-5.44,47982.14,-4.96,36893.72,-3.27,45336.14,3.84
7/11/2019,49111.69,-0.57,41748.55,02.09,47839.31,04.04,36867.51,3.99,45382.69,4.37
8/11/2019,49109.93,0.00,41756.61,0.00,47895.87,0.00,36921.31,0.00,45462.12,0.00
9/11/2019,49109.93,0.00,41756.61,0.00,47895.87,0.00,36921.31,0.00,45462.12,0.00
10/11/2019,49109.93,5.18,41756.61,5.14,47895.87,5.37,36921.31,5.23,45462.12,5.55
11/11/2019,49287.15,5.16,41927.52,4.43,48110.76,4.22,37108.87,03.08,45719.33,-3.29
12/11/2019,49460.76,07.02,42011.10,6.33,48178.66,5.46,37130.73,-5.07,45692.45,-6.13
13/11/2019,50579.19,4.99,42572.29,-4.26,48413.36,-5.87,36971.01,-6.24,45234.73,-6.48
14/11/2019,50726.80,5.83,42501.66,-4.59,48059.49,-6.47,36459.49,-6.88,44581.58,-7.34
15/11/2019,51068.49,0.00,42402.80,0.00,47417.07,0.00,35490.67,0.00,43038.41,0.00
16/11/2019,51068.49,0.00,42402.80,0.00,47417.07,0.00,35490.67,0.00,43038.41,0.00
17/11/2019,51068.49,-5.26,42402.80,5.63,47417.07,6.79,35490.67,07.03,43038.41,7.44
18/11/2019,50876.49,-5.78,42682.18,-5.11,48305.43,-4.13,36618.66,4.16,44734.04,5.63
19/11/2019,50551.87,06.07,42515.94,5.69,48243.30,5.53,36682.97,4.71,45013.67,4.37
20/11/2019,50982.62,6.17,42810.54,5.62,48496.69,4.88,36793.97,-4.10,45092.98,-5.25
21/11/2019,51460.24,-5.33,43086.19,-5.01,48627.75,-4.58,36733.45,-3.85,44902.70,-2.28
22/11/2019,51254.02,0.00,42935.65,0.00,48529.96,0.00,36686.66,0.00,44892.93,0.00
23/11/2019,51254.02,0.00,42935.65,0.00,48529.96,0.00,36686.66,0.00,44892.93,0.00
24/11/2019,51254.02,4.48,42935.65,04.05,48529.96,4.11,36686.66,04.02,44892.93,4.24
25/11/2019,51342.48,-2.88,42993.31,0.08,48591.08,3.40,36742.62,4.21,44962.50,4.69
26/11/2019,51324.70,-4.54,42994.39,-4.58,48620.94,-3.55,36810.16,3.25,45071.33,4.28
27/11/2019,51230.63,6.47,42896.74,06.04,48586.24,5.74,36835.94,4.69,45143.35,-0.80
28/11/2019,51877.80,6.80,43318.04,6.25,48897.97,5.84,36944.94,4.39,45141.12,-4.29
29/11/2019,52779.73,0.00,43837.95,0.00,49243.33,0.00,37025.98,0.00,45068.12,0.00
30/11/2019,52779.73,0.00,43837.95,0.00,49243.33,0.00,37025.98,0.00,45068.12,0.00
1/12/2019,52779.73,-6.82,43837.95,-6.36,49243.33,-6.13,37025.98,-5.30,45068.12,-3.93
2/12/2019,51865.51,-6.12,43261.14,-5.76,48784.43,-5.68,36825.96,-5.29,45017.03,-5.28
3/12/2019,51409.05,-5.60,42944.43,-5.19,48492.22,-5.21,36627.90,-4.74,44821.14,-4.74
4/12/2019,51139.12,-0.02,42764.42,3.36,48308.66,2.24,36513.10,-2.10,44706.55,-2.50
5/12/2019,51140.10,-5.37,42793.18,-4.55,48318.04,-4.68,36504.96,-4.58,44694.42,-4.19
6/12/2019,50925.15,0.00,42698.90,0.00,48209.88,0.00,36407.55,0.00,44628.48,0.00
7/12/2019,50925.15,0.00,42698.90,0.00,48209.88,0.00,36407.55,0.00,44628.48,0.00
8/12/2019,50925.15,4.16,42698.90,4.16,48209.88,4.58,36407.55,4.47,44628.48,4.87
9/12/2019,50989.14,-5.92,42763.18,-5.40,48307.56,-4.87,36494.70,-3.41,44758.94,02.07
10/12/2019,50617.72,5.72,42540.69,5.32,48176.64,5.20,36464.42,4.51,44766.88,4.00
11/12/2019,50922.65,2.67,42745.56,3.74,48358.28,4.84,36554.93,4.97,44821.46,5.24
12/12/2019,50937.09,4.97,42787.71,4.84,48484.62,5.23,36698.25,5.15,45010.85,5.40
13/12/2019,51081.16,0.00,42914.23,0.00,48671.78,0.00,36870.60,0.00,45233.31,0.00
14/12/2019,51081.16,0.00,42914.23,0.00,48671.78,0.00,36870.60,0.00,45233.31,0.00
15/12/2019,51081.16,5.83,42914.23,5.62,48671.78,5.88,36870.60,5.57,45233.31,5.65
16/12/2019,51420.38,-3.50,43189.85,4.14,49029.05,5.46,37134.06,5.87,45517.32,6.12
17/12/2019,51387.23,-5.31,43252.69,-3.39,49263.01,5.37,37489.34,5.81,45970.44,6.23
18/12/2019,51185.48,-5.52,43223.09,-5.14,49477.29,-4.75,37824.04,-0.24,46476.97,1.21
19/12/2019,50935.39,0.78,43051.89,2.95,49361.39,-1.63,37822.77,-1.53,46480.33,-3.17
20/12/2019,50937.58,0.00,43071.05,0.00,49356.30,0.00,37818.17,0.00,46456.50,0.00
21/12/2019,50937.58,0.00,43071.05,0.00,49356.30,0.00,37818.17,0.00,46456.50,0.00
22/12/2019,50937.58,-4.23,43071.05,-3.89,49356.30,-4.24,37818.17,-4.08,46456.50,-3.92
23/12/2019,50868.82,5.53,43022.05,4.98,49287.02,4.61,37758.97,2.50,46406.03,-3.99
24/12/2019,51119.77,0.00,43167.21,0.00,49387.09,0.00,37771.20,0.00,46351.93,0.00
25/12/2019,51119.77,-5.24,43167.21,-4.78,49387.09,-4.76,37771.20,-4.21,46351.93,-3.85
26/12/2019,50930.64,-5.36,43047.90,-4.76,49269.76,-4.08,37703.57,2.26,46304.86,3.92
27/12/2019,50717.64,0.00,42931.41,0.00,49210.69,0.00,37713.11,0.00,46355.14,0.00
28/12/2019,50717.64,0.00,42931.41,0.00,49210.69,0.00,37713.11,0.00,46355.14,0.00
29/12/2019,50717.64,3.86,42931.41,04.01,49210.69,4.67,37713.11,4.53,46355.14,4.53
30/12/2019,50764.99,-3.48,42986.36,-1.53,49317.10,3.39,37806.13,3.60,46448.35,3.61
31/12/2019,50732.63,0.00,42981.72,0.00,49346.71,0.00,37842.78,0.00,46485.24,0.00
1/01/2020,50732.63,5.27,42981.72,4.75,49346.71,4.47,37842.78,3.63,46485.24,-1.53
2/01/2020,50927.31,6.75,43097.57,6.36,49433.93,6.13,37880.46,5.45,46480.60,05.04
3/01/2020,51784.17,0.00,43674.94,0.00,49892.99,0.00,38113.35,0.00,46634.99,0.00
4/01/2020,51784.17,0.00,43674.94,0.00,49892.99,0.00,38113.35,0.00,46634.99,0.00
5/01/2020,51784.17,05.05,43674.94,4.76,49892.99,4.85,38113.35,4.26,46634.99,04.07
6/01/2020,51939.64,6.25,43791.26,5.79,50021.14,5.60,38184.11,4.77,46693.64,3.82
7/01/2020,52457.11,5.54,44117.98,05.04,50292.60,4.83,38302.20,3.63,46739.27,-0.81
8/01/2020,52710.59,-5.85,44272.98,-5.34,50417.30,-5.25,38339.96,-4.43,46737.02,-3.55
9/01/2020,52365.08,5.32,44064.12,4.89,50226.26,4.24,38256.41,-2.16,46702.22,-4.21
10/01/2020,52570.28,0.00,44196.88,0.00,50295.49,0.00,38247.73,0.00,46635.05,0.00
11/01/2020,52570.28,0.00,44196.88,0.00,50295.49,0.00,38247.73,0.00,46635.05,0.00
