Fecha,A_precio,A_change,B_precio,B_change,C_precio,C_change,D_precio,D_change,E_precio,E_change
8/08/2018,43696.33,-1.67,37461.81,-0.03,42289.55,2.64,32562.66,3.11,41487.61,3.48
9/08/2018,43691.03,-4.59,37460.78,-3.94,42303.58,-3.66,32585.00,-2.86,41520.20,2.81
10/08/2018,43592.60,0.00,37409.37,0.00,42264.56,0.00,32567.46,0.00,41536.89,0.00
11/08/2018,43592.60,0.00,37409.37,0.00,42264.56,0.00,32567.46,0.00,41536.89,0.00
12/08/2018,43592.60,-3.95,37409.37,-3.13,42264.56,-2.45,32567.46,2.46,41536.89,3.83
13/08/2018,43540.41,-5.15,37386.57,-4.79,42252.93,-4.55,32579.11,-3.72,41582.86,2.36
14/08/2018,43368.36,0.00,37266.86,0.00,42158.63,0.00,32538.05,0.00,41593.40,0.00
15/08/2018,43368.36,3.52,37266.86,2.27,42158.63,3.55,32538.05,3.63,41593.40,3.36
16/08/2018,43402.07,4.44,37276.58,04.08,42193.45,3.91,32575.87,3.84,41622.25,3.66
17/08/2018,43486.60,0.00,37335.46,0.00,42243.24,0.00,32622.21,0.00,41660.94,0.00
18/08/2018,43486.60,0.00,37335.46,0.00,42243.24,0.00,32622.21,0.00,41660.94,0.00
19/08/2018,43486.60,5.00,37335.46,4.50,42243.24,4.49,32622.21,3.98,41660.94,3.97
20/08/2018,43634.65,5.49,37425.23,5.16,42332.18,5.00,32675.56,4.30,41714.11,3.71
21/08/2018,43877.04,-4.18,37599.02,-3.48,42481.25,-3.14,32749.62,-3.18,41755.05,1.94
22/08/2018,43811.87,-4.62,37566.47,-3.73,42458.12,-2.86,32725.55,0.17,41762.03,2.34
23/08/2018,43710.85,4.37,37524.99,4.19,42440.63,3.99,32726.74,3.11,41772.38,2.93
24/08/2018,43789.58,0.00,37590.91,0.00,42494.82,0.00,32749.17,0.00,41791.18,0.00
25/08/2018,43789.58,0.00,37590.91,0.00,42494.82,0.00,32749.17,0.00,41791.18,0.00
26/08/2018,43789.58,-3.20,37590.91,-3.40,42494.82,-3.11,32749.17,-1.80,41791.18,1.12
27/08/2018,43765.14,4.59,37561.00,4.30,42472.37,4.12,32743.10,3.66,41794.24,3.15
28/08/2018,43863.70,05.01,37634.51,4.31,42534.08,3.34,32781.82,-3.62,41817.58,-4.19
29/08/2018,44013.44,6.17,37708.90,5.55,42562.34,05.09,32744.63,3.77,41751.59,-3.46
30/08/2018,44490.76,3.95,37966.93,3.53,42724.40,3.15,32788.02,0.36,41719.89,1.76
31/08/2018,44542.51,0.00,38000.89,0.00,42747.76,0.00,32789.45,0.00,41725.68,0.00
1/09/2018,44542.51,0.00,38000.89,0.00,42747.76,0.00,32789.45,0.00,41725.68,0.00
2/09/2018,44542.51,5.16,38000.89,4.68,42747.76,4.65,32789.45,4.22,41725.68,3.91
3/09/2018,44717.00,3.48,38108.52,3.22,42852.50,3.52,32857.76,3.60,41775.45,3.86
4/09/2018,44749.37,3.96,38133.66,3.17,42886.31,3.48,32894.53,2.74,41822.86,3.87
5/09/2018,44802.00,-6.02,38157.38,-5.64,42918.75,-5.44,32909.96,-4.62,41870.92,-3.99
6/09/2018,44388.83,-5.82,37876.71,-5.34,42688.07,-5.11,32808.73,-4.10,41817.12,-2.98
7/09/2018,44051.78,0.00,37668.05,0.00,42522.58,0.00,32748.65,0.00,41797.41,0.00
8/09/2018,44051.78,0.00,37668.05,0.00,42522.58,0.00,32748.65,0.00,41797.41,0.00
9/09/2018,44051.78,4.79,37668.05,4.54,42522.58,3.90,32748.65,2.29,41797.41,-3.58
10/09/2018,44172.09,4.40,37761.41,2.45,42572.15,-2.34,32758.53,-2.99,41761.54,-3.65
11/09/2018,44253.42,4.44,37773.00,3.82,42561.79,3.83,32738.61,3.32,41723.21,3.62
12/09/2018,44338.11,-4.87,37818.49,-4.24,42607.68,-3.78,32766.34,-2.54,41760.69,1.96
13/09/2018,44207.51,0.70,37749.25,3.62,42564.05,3.94,32753.70,3.60,41767.81,4.21
14/09/2018,44209.52,0.00,37786.51,0.00,42615.67,0.00,32790.48,0.00,41835.32,0.00
15/09/2018,44209.52,0.00,37786.51,0.00,42615.67,0.00,32790.48,0.00,41835.32,0.00
16/09/2018,44209.52,0.00,37786.51,0.00,42615.67,0.00,32790.48,0.00,41835.32,0.00
17/09/2018,44209.52,0.00,37786.51,0.00,42615.67,0.00,32790.48,0.00,41835.32,0.00
18/09/2018,44209.52,0.00,37786.51,0.00,42615.67,0.00,32790.48,0.00,41835.32,0.00
19/09/2018,44209.52,6.10,37786.51,5.69,42615.67,5.58,32790.48,4.98,41835.32,3.32
20/09/2018,44656.21,-5.00,38082.28,-4.41,42882.00,-4.19,32935.88,-3.53,41862.94,-1.06
21/09/2018,44508.22,0.00,37999.64,0.00,42815.89,0.00,32901.73,0.00,41860.04,0.00
22/09/2018,44508.22,0.00,37999.64,0.00,42815.89,0.00,32901.73,0.00,41860.04,0.00
23/09/2018,44508.22,-5.09,37999.64,-4.46,42815.89,-3.88,32901.73,-2.32,41860.04,2.38
24/09/2018,44346.12,-5.40,37913.41,-5.06,42767.29,-4.87,32891.57,-4.19,41870.86,-4.01
25/09/2018,44124.00,4.94,37755.60,4.22,42636.50,3.62,32825.48,1.43,41815.82,-3.42
26/09/2018,44264.15,-5.44,37823.76,-5.10,42674.01,-5.03,32829.65,-4.56,41785.20,-4.48
27/09/2018,44033.27,-4.53,37659.22,-3.49,42521.11,-0.09,32734.46,3.52,41696.99,3.82
28/09/2018,43940.72,0.00,37626.53,0.00,42520.02,0.00,32768.13,0.00,41742.80,0.00
29/09/2018,43940.72,0.00,37626.53,0.00,42520.02,0.00,32768.13,0.00,41742.80,0.00
30/09/2018,43940.72,-4.93,37626.53,-4.45,42520.02,-3.79,32768.13,2.50,41742.80,3.70
1/10/2018,43802.32,-5.41,37541.17,-4.92,42475.61,-4.46,32780.36,-2.82,41783.32,3.30
2/10/2018,43578.76,04.08,37403.52,3.46,42388.77,3.85,32763.56,4.00,41810.34,3.23
3/10/2018,43637.99,4.69,37435.24,4.29,42435.56,4.11,32818.16,3.46,41835.59,2.39
4/10/2018,43746.81,3.87,37508.51,-1.97,42496.49,-3.56,32849.90,-3.49,41846.50,-3.91
5/10/2018,43794.62,0.00,37501.37,0.00,42461.24,0.00,32817.13,0.00,41796.58,0.00
6/10/2018,43794.62,0.00,37501.37,0.00,42461.24,0.00,32817.13,0.00,41796.58,0.00
7/10/2018,43794.62,-5.00,37501.37,-4.76,42461.24,-4.61,32817.13,-3.77,41796.58,-3.52
8/10/2018,43645.87,5.81,37384.88,5.30,42360.86,5.12,32773.66,4.56,41762.68,03.04
9/10/2018,43980.29,3.15,37585.21,02.02,42527.52,-2.84,32869.17,-2.45,41783.62,-3.06
10/10/2018,44003.56,-6.26,37592.76,-5.80,42510.38,-5.57,32857.58,-4.91,41762.29,-4.52
11/10/2018,43480.36,-6.51,37263.64,-6.13,42247.12,-5.97,32721.31,-5.27,41670.03,-4.84
12/10/2018,42805.42,0.00,36806.49,0.00,41856.59,0.00,32527.63,0.00,41543.24,0.00
13/10/2018,42805.42,0.00,36806.49,0.00,41856.59,0.00,32527.63,0.00,41543.24,0.00
14/10/2018,42805.42,0.00,36806.49,0.00,41856.59,0.00,32527.63,0.00,41543.24,0.00
15/10/2018,42805.42,3.26,36806.49,3.72,41856.59,2.93,32527.63,-0.10,41543.24,-1.08
16/10/2018,42831.34,-3.05,36847.72,-3.20,41875.31,-3.67,32526.52,-2.91,41540.31,-2.98
17/10/2018,42810.30,3.96,36823.21,2.29,41836.24,2.94,32508.21,2.13,41520.70,-3.08
18/10/2018,42862.99,-5.36,36833.08,-4.73,41855.16,-4.16,32516.61,-2.36,41499.05,2.95
19/10/2018,42649.87,0.00,36719.38,0.00,41791.34,0.00,32506.02,0.00,41518.20,0.00
20/10/2018,42649.87,0.00,36719.38,0.00,41791.34,0.00,32506.02,0.00,41518.20,0.00
21/10/2018,42649.87,3.69,36719.38,3.59,41791.34,3.96,32506.02,3.92,41518.20,04.05
22/10/2018,42689.87,5.46,36755.64,05.09,41843.54,05.02,32556.39,4.30,41575.37,3.41
23/10/2018,42924.83,-5.55,36917.86,-5.00,41994.94,-4.57,32630.18,-2.49,41605.49,3.45
24/10/2018,42667.25,-5.64,36768.71,-4.96,41898.61,-4.29,32618.15,-3.61,41636.99,-2.22
25/10/2018,42384.79,2.95,36625.49,1.47,41825.73,-3.41,32581.27,-2.42,41627.75,01.02
26/10/2018,42403.92,0.00,36629.85,0.00,41795.37,0.00,32570.03,0.00,41630.53,0.00
27/10/2018,42403.92,0.00,36629.85,0.00,41795.37,0.00,32570.03,0.00,41630.53,0.00
28/10/2018,42403.92,-4.82,36629.85,-4.32,41795.37,-3.11,32570.03,2.86,41630.53,2.74
29/10/2018,42279.96,-5.31,36554.54,-4.74,41772.97,-4.60,32587.54,-3.94,41645.97,-3.24
30/10/2018,42077.63,5.15,36440.02,04.09,41673.61,2.99,32536.21,2.56,41620.52,-2.83
31/10/2018,42250.85,0.00,36499.61,0.00,41693.49,0.00,32549.12,0.00,41603.59,0.00
1/11/2018,42250.85,0.00,36499.61,0.00,41693.49,0.00,32549.12,0.00,41603.59,0.00
2/11/2018,42250.85,0.00,36499.61,0.00,41693.49,0.00,32549.12,0.00,41603.59,0.00
3/11/2018,42250.85,0.00,36499.61,0.00,41693.49,0.00,32549.12,0.00,41603.59,0.00
4/11/2018,42250.85,7.22,36499.61,6.79,41693.49,6.57,32549.12,5.65,41603.59,4.53
5/11/2018,43622.04,-6.16,37385.80,-5.61,42408.85,-5.21,32833.12,-3.92,41696.71,3.77
6/11/2018,43147.56,-4.55,37111.72,-3.71,42225.28,-3.21,32782.96,1.55,41740.14,3.10
7/11/2018,43052.95,4.93,37070.84,4.32,42200.57,3.29,32787.66,-2.05,41762.26,0.24
8/11/2018,43191.04,-4.97,37146.39,-4.31,42227.46,-4.08,32779.92,-3.29,41763.53,-2.37
9/11/2018,43047.45,0.00,37072.13,0.00,42168.37,0.00,32753.17,0.00,41752.86,0.00
10/11/2018,43047.45,0.00,37072.13,0.00,42168.37,0.00,32753.17,0.00,41752.86,0.00
11/11/2018,43047.45,-5.36,37072.13,-5.09,42168.37,-4.88,32753.17,-3.78,41752.86,-2.77
12/11/2018,42835.51,-5.21,36909.40,-4.54,42036.37,-4.04,32709.14,-2.72,41736.94,1.33
13/11/2018,42652.26,4.55,36815.77,3.92,41979.41,1.98,32693.96,-3.16,41740.73,-2.79
14/11/2018,42747.20,-4.69,36866.10,-4.28,41986.66,-3.56,32670.33,-2.68,41724.45,-1.46
15/11/2018,42637.87,-4.57,36793.67,-3.78,41951.67,-3.51,32655.78,-2.49,41720.13,2.29
16/11/2018,42541.00,0.00,36750.07,0.00,41918.35,0.00,32643.73,0.00,41730.00,0.00
17/11/2018,42541.00,0.00,36750.07,0.00,41918.35,0.00,32643.73,0.00,41730.00,0.00
18/11/2018,42541.00,-4.75,36750.07,-4.23,41918.35,-3.65,32643.73,-1.11,41730.00,3.20
19/11/2018,42425.86,-5.28,36681.53,-4.76,41879.83,-4.20,32640.69,-3.25,41754.45,-2.47
20/11/2018,42228.79,-6.28,36564.22,-5.70,41813.06,-5.32,32614.86,-3.93,41742.64,3.25
21/11/2018,41692.95,3.44,36264.53,2.67,41608.63,-0.41,32564.09,-0.88,41768.37,1.61
22/11/2018,41724.21,-3.20,36279.01,-3.42,41607.13,-2.64,32561.69,-1.48,41773.39,-2.26
23/11/2018,41699.64,0.00,36248.49,0.00,41593.13,0.00,32557.30,0.00,41763.77,0.00
24/11/2018,41699.64,0.00,36248.49,0.00,41593.13,0.00,32557.30,0.00,41763.77,0.00
25/11/2018,41699.64,4.95,36248.49,4.55,41593.13,4.33,32557.30,3.13,41763.77,0.64
26/11/2018,41841.06,5.67,36342.76,5.18,41668.83,4.62,32580.21,2.88,41765.67,2.17
27/11/2018,42131.65,3.20,36520.30,-1.80,41770.19,2.42,32598.01,3.38,41774.44,3.26
28/11/2018,42156.23,5.15,36514.27,4.41,41781.48,3.89,32627.35,03.09,41800.55,2.13
29/11/2018,42328.34,04.07,36596.61,4.12,41830.60,4.49,32649.32,04.02,41808.94,3.74
30/11/2018,42387.05,0.00,36658.10,0.00,41920.03,0.00,32704.91,0.00,41850.98,0.00
1/12/2018,42387.05,0.00,36658.10,0.00,41920.03,0.00,32704.91,0.00,41850.98,0.00
2/12/2018,42387.05,3.95,36658.10,3.69,41920.03,3.30,32704.91,3.30,41850.98,2.87
3/12/2018,42438.73,5.70,36698.09,5.24,41947.11,05.02,32732.10,4.00,41868.60,3.31
4/12/2018,42737.96,-5.66,36887.01,-4.98,42098.45,-4.29,32786.84,-3.20,41896.07,-2.55
5/12/2018,42450.39,-4.21,36741.09,-4.12,42025.12,-3.69,32762.30,-2.47,41883.21,2.57
6/12/2018,42382.80,-5.54,36679.77,-5.19,41984.99,-4.81,32750.53,-2.77,41896.22,3.37
7/12/2018,42128.61,0.00,36499.42,0.00,41862.87,0.00,32734.60,0.00,41925.34,0.00
8/12/2018,42128.61,0.00,36499.42,0.00,41862.87,0.00,32734.60,0.00,41925.34,0.00
9/12/2018,42128.61,-5.57,36499.42,-4.83,41862.87,-4.04,32734.60,-2.88,41925.34,2.28
10/12/2018,41865.57,-5.95,36374.79,-5.57,41806.06,-5.38,32716.77,-4.33,41935.16,-2.89
11/12/2018,41483.22,5.31,36113.61,4.97,41589.25,4.59,32640.67,3.70,41917.21,3.14
12/12/2018,41686.21,5.96,36257.94,5.54,41688.20,5.28,32681.11,4.31,41940.42,3.17
13/12/2018,42074.61,5.41,36511.68,4.98,41883.73,4.75,32755.81,3.58,41964.12,-1.03
14/12/2018,42298.25,0.00,36656.81,0.00,41999.68,0.00,32791.66,0.00,41961.31,0.00
15/12/2018,42298.25,0.00,36656.81,0.00,41999.68,0.00,32791.66,0.00,41961.31,0.00
16/12/2018,42298.25,-4.82,36656.81,-4.31,41999.68,-3.99,32791.66,-3.25,41961.31,-2.56
17/12/2018,42174.14,-5.79,36582.58,-5.34,41945.89,-4.89,32765.75,-4.08,41948.39,-3.02
18/12/2018,41848.45,3.60,36374.87,3.47,41813.18,3.79,32706.83,3.57,41927.99,3.63
19/12/2018,41885.12,-4.43,36407.11,-3.33,41857.43,2.78,32742.42,2.87,41965.64,3.13
20/12/2018,41801.35,-5.75,36379.12,-5.30,41873.47,-4.85,32760.05,-3.30,41988.52,2.69
21/12/2018,41488.71,0.00,36178.15,0.00,41746.21,0.00,32732.82,0.00,42003.31,0.00
22/12/2018,41488.71,0.00,36178.15,0.00,41746.21,0.00,32732.82,0.00,42003.31,0.00
23/12/2018,41488.71,-5.06,36178.15,-4.30,41746.21,-3.61,32732.82,1.76,42003.31,3.42
24/12/2018,41331.42,0.00,36104.25,0.00,41709.33,0.00,32738.65,0.00,42033.89,0.00
25/12/2018,41331.42,-5.09,36104.25,-4.46,41709.33,-3.84,32738.65,-3.32,42033.89,-2.99
26/12/2018,41169.76,5.75,36017.45,5.21,41662.86,4.83,32711.03,4.47,42013.92,4.50
27/12/2018,41484.76,5.18,36199.94,4.78,41787.56,4.72,32798.05,4.22,42103.78,4.00
28/12/2018,41662.95,0.00,36318.84,0.00,41900.08,0.00,32865.97,0.00,42158.20,0.00
29/12/2018,41662.95,0.00,36318.84,0.00,41900.08,0.00,32865.97,0.00,42158.20,0.00
30/12/2018,41662.95,5.47,36318.84,5.15,41900.08,4.98,32865.97,4.20,42158.20,3.42
31/12/2018,41899.46,0.00,36491.63,0.00,42044.94,0.00,32932.96,0.00,42188.63,0.00
1/01/2019,41899.46,4.64,36491.63,4.25,42044.94,3.95,32932.96,3.68,42188.63,3.52
2/01/2019,42003.32,4.33,36561.54,3.79,42096.70,4.10,32972.57,4.37,42222.40,3.99
3/01/2019,42079.31,-4.86,36605.84,-4.20,42157.10,2.91,33051.29,3.91,42276.59,3.74
4/01/2019,41950.68,0.00,36538.88,0.00,42175.44,0.00,33100.98,0.00,42318.52,0.00
5/01/2019,41950.68,0.00,36538.88,0.00,42175.44,0.00,33100.98,0.00,42318.52,0.00
6/01/2019,41950.68,5.42,36538.88,05.04,42175.44,4.61,33100.98,4.14,42318.52,4.20
7/01/2019,42176.41,2.87,36693.18,-0.90,42275.45,-2.47,33163.83,-3.65,42385.04,-3.87
8/01/2019,42194.10,5.18,36690.72,4.78,42263.58,4.67,33125.17,4.37,42337.20,04.06
9/01/2019,42371.51,5.97,36810.26,5.47,42370.75,05.06,33204.40,3.57,42395.37,-3.60
10/01/2019,42763.53,4.31,37046.62,04.03,42528.92,3.24,33239.85,-1.45,42358.91,-2.40
11/01/2019,42838.32,0.00,37103.06,0.00,42554.36,0.00,33235.60,0.00,42347.89,0.00
12/01/2019,42838.32,0.00,37103.06,0.00,42554.36,0.00,33235.60,0.00,42347.89,0.00
13/01/2019,42838.32,-2.79,37103.06,2.19,42554.36,03.07,33235.60,1.49,42347.89,2.34
14/01/2019,42821.98,-5.11,37111.99,-4.60,42576.00,-4.07,33240.04,-2.10,42358.27,2.87
15/01/2019,42657.01,5.11,37012.33,4.85,42517.23,4.57,33231.87,3.81,42375.86,3.42
16/01/2019,42822.93,4.86,37139.74,4.42,42614.15,4.11,33276.84,2.72,42406.46,2.30
17/01/2019,42951.70,4.00,37222.68,2.98,42674.98,-1.10,33292.05,-3.18,42406.36,-3.57
18/01/2019,43006.48,0.00,37242.40,0.00,42671.98,0.00,33267.96,0.00,42370.68,0.00
19/01/2019,43006.48,0.00,37242.40,0.00,42671.98,0.00,33267.96,0.00,42370.68,0.00
20/01/2019,43006.48,5.56,37242.40,5.10,42671.98,4.61,33267.96,3.38,42370.68,-0.69
21/01/2019,43265.74,4.71,37406.73,3.93,42772.51,1.84,33297.30,-3.37,42368.68,-4.02
22/01/2019,43376.31,-5.84,37457.86,-5.42,42778.79,-5.06,33268.15,-4.07,42312.87,-2.53
23/01/2019,43033.20,3.29,37231.54,3.13,42620.48,3.70,33209.86,4.00,42300.32,3.79
24/01/2019,43060.02,4.89,37254.31,4.64,42661.10,4.70,33264.72,4.28,42344.40,3.81
25/01/2019,43192.60,0.00,37357.57,0.00,42771.33,0.00,33337.00,0.00,42389.68,0.00
26/01/2019,43192.60,0.00,37357.57,0.00,42771.33,0.00,33337.00,0.00,42389.68,0.00
27/01/2019,43192.60,4.74,37357.57,4.62,42771.33,4.72,33337.00,4.26,42389.68,4.11
28/01/2019,43307.55,3.43,37459.11,3.13,42883.11,3.50,33408.16,2.47,42450.52,0.51
29/01/2019,43338.29,-4.09,37482.06,-3.75,42916.29,-3.28,33420.00,1.58,42452.18,3.15
30/01/2019,43278.61,2.75,37439.57,1.57,42889.78,-2.66,33424.85,2.00,42475.58,1.77
31/01/2019,43294.24,-2.42,37444.39,03.01,42875.51,4.18,33432.21,4.25,42481.48,4.21
1/02/2019,43282.94,0.00,37464.60,0.00,42940.63,0.00,33502.46,0.00,42548.67,0.00
2/02/2019,43282.94,0.00,37464.60,0.00,42940.63,0.00,33502.46,0.00,42548.67,0.00
3/02/2019,43282.94,-3.77,37464.60,-0.85,42940.63,3.32,33502.46,3.60,42548.67,3.76
4/02/2019,43239.69,3.40,37462.27,3.32,42968.39,3.67,33539.09,3.49,42591.77,3.58
5/02/2019,43269.61,4.22,37489.87,3.88,43007.58,3.93,33571.87,3.39,42627.51,03.08
6/02/2019,43337.71,-4.09,37538.20,-3.56,43058.70,-3.14,33601.54,-3.23,42649.24,-2.27
7/02/2019,43277.88,-5.37,37502.90,-4.94,43035.51,-4.79,33576.24,-4.09,42639.57,-3.17
8/02/2019,43063.02,0.00,37363.59,0.00,42915.13,0.00,33516.63,0.00,42615.86,0.00
9/02/2019,43063.02,0.00,37363.59,0.00,42915.13,0.00,33516.63,0.00,42615.86,0.00
10/02/2019,43063.02,-5.00,37363.59,-4.66,42915.13,-4.29,33516.63,-2.70,42615.86,2.99
11/02/2019,42915.16,5.34,37257.58,05.04,42841.94,4.96,33501.82,4.41,42635.71,4.14
12/02/2019,43123.34,5.48,37412.82,4.89,42984.98,4.33,33584.05,3.14,42698.82,-3.03
13/02/2019,43362.24,05.03,37545.16,4.58,43060.84,4.30,33607.06,2.97,42678.20,-1.52
14/02/2019,43515.37,5.38,37642.83,4.86,43134.56,4.86,33626.52,4.36,42673.62,3.77
15/02/2019,43732.03,0.00,37771.81,0.00,43263.71,0.00,33704.88,0.00,42716.95,0.00
16/02/2019,43732.03,0.00,37771.81,0.00,43263.71,0.00,33704.88,0.00,42716.95,0.00
17/02/2019,43732.03,-3.52,37771.81,-3.52,43263.71,-3.99,33704.88,-3.32,42716.95,-2.46
18/02/2019,43698.09,-3.71,37738.05,-2.95,43209.75,-2.14,33677.10,-1.62,42705.24,-1.99
19/02/2019,43657.20,-3.74,37719.02,-3.01,43201.26,-0.30,33672.06,3.17,42697.94,3.76
20/02/2019,43615.12,02.02,37698.71,3.54,43199.91,3.32,33695.85,0.92,42740.97,1.94
21/02/2019,43622.68,-3.77,37733.03,-3.12,43227.50,-2.41,33695.45,-1.51,42747.96,1.42
22/02/2019,43579.40,0.00,37710.31,0.00,43216.34,0.00,33690.93,0.00,42752.08,0.00
23/02/2019,43579.40,0.00,37710.31,0.00,43216.34,0.00,33690.93,0.00,42752.08,0.00
24/02/2019,43579.40,4.80,37710.31,4.54,43216.34,4.24,33690.93,3.43,42752.08,3.17
25/02/2019,43700.78,4.56,37804.11,4.45,43285.74,4.32,33721.75,3.26,42775.98,2.19
26/02/2019,43796.79,-4.03,37889.99,-3.83,43360.78,-3.35,33747.69,-2.26,42784.95,-1.96
27/02/2019,43740.56,-5.01,37844.06,-4.75,43332.15,-4.82,33738.12,-3.87,42777.82,-3.77
28/02/2019,43590.56,-4.99,37728.92,-4.53,43208.05,-4.52,33690.07,-3.43,42734.36,-2.75
1/03/2019,43443.33,0.00,37635.93,0.00,43116.39,0.00,33659.17,0.00,42718.72,0.00
2/03/2019,43443.33,0.00,37635.93,0.00,43116.39,0.00,33659.17,0.00,42718.72,0.00
3/03/2019,43443.33,5.71,37635.93,5.23,43116.39,4.76,33659.17,3.00,42718.72,-2.92
4/03/2019,43745.79,4.25,37822.11,3.46,43233.72,2.49,33679.23,-1.99,42700.27,-3.38
5/03/2019,43815.63,-4.52,37853.98,-3.60,43245.80,-3.07,33671.94,2.00,42671.01,3.54
6/03/2019,43724.25,-3.74,37817.33,-2.41,43224.21,2.70,33679.32,2.25,42705.38,3.25
7/03/2019,43682.09,-4.75,37806.17,-4.23,43239.13,-3.12,33688.79,2.54,42731.06,3.87
8/03/2019,43566.66,0.00,37737.36,0.00,43216.56,0.00,33701.45,0.00,42778.98,0.00
9/03/2019,43566.66,0.00,37737.36,0.00,43216.56,0.00,33701.45,0.00,42778.98,0.00
10/03/2019,43566.66,4.98,37737.36,4.42,43216.56,4.41,33701.45,4.00,42778.98,3.87
11/03/2019,43711.94,6.00,37820.85,5.60,43299.18,5.35,33756.05,4.60,42826.84,04.03
12/03/2019,44115.14,4.38,38091.11,4.00,43509.45,3.69,33855.28,2.38,42883.20,-2.54
13/03/2019,44195.18,3.49,38145.95,3.21,43549.68,3.73,33866.12,3.79,42870.55,3.91
14/03/2019,44227.83,5.16,38170.74,4.76,43591.25,4.61,33910.32,3.86,42920.29,3.25
15/03/2019,44402.78,0.00,38287.15,0.00,43691.60,0.00,33957.86,0.00,42946.19,0.00
16/03/2019,44402.78,0.00,38287.15,0.00,43691.60,0.00,33957.86,0.00,42946.19,0.00
17/03/2019,44402.78,5.10,38287.15,4.81,43691.60,4.74,33957.86,4.13,42946.19,3.76
18/03/2019,44566.14,4.84,38409.71,4.57,43805.82,4.44,34020.12,3.84,42989.30,2.92
19/03/2019,44693.12,-3.29,38505.80,-0.65,43890.72,3.38,34066.77,3.73,43007.78,3.84
20/03/2019,44666.39,-4.60,38503.89,-3.91,43920.21,-1.34,34108.58,3.53,43054.50,3.82
21/03/2019,44567.02,-4.12,38454.15,-1.74,43916.40,3.40,34142.55,04.07,43099.96,4.54
22/03/2019,44505.72,0.00,38448.45,0.00,43946.49,0.00,34201.19,0.00,43193.37,0.00
23/03/2019,44505.72,0.00,38448.45,0.00,43946.49,0.00,34201.19,0.00,43193.37,0.00
24/03/2019,44505.72,04.07,38448.45,3.97,43946.49,4.69,34201.19,4.38,43193.37,4.36
25/03/2019,44564.09,-5.18,38501.37,-4.82,44055.63,-4.58,34280.93,-3.24,43271.57,3.23
26/03/2019,44387.06,5.38,38377.22,4.91,43957.66,4.68,34255.51,3.79,43296.77,0.64
27/03/2019,44603.08,3.76,38512.26,04.08,44065.68,4.43,34299.90,3.91,43298.66,4.13
28/03/2019,44646.23,-4.31,38571.59,-3.95,44149.74,-3.86,34350.01,-2.58,43360.82,2.79
29/03/2019,44572.07,0.00,38519.60,0.00,44102.08,0.00,34336.80,0.00,43377.09,0.00
30/03/2019,44572.07,0.00,38519.60,0.00,44102.08,0.00,34336.80,0.00,43377.09,0.00
31/03/2019,44572.07,5.31,38519.60,05.07,44102.08,4.76,34336.80,3.69,43377.09,1.64
1/04/2019,44773.50,05.07,38679.31,4.60,44218.87,4.11,34376.99,2.95,43382.24,-1.72
2/04/2019,44932.98,-4.84,38779.29,-4.44,44279.58,-4.15,34396.13,-2.76,43376.64,2.24
3/04/2019,44806.77,4.40,38694.54,4.18,44216.45,3.63,34380.40,2.14,43386.02,-1.15
4/04/2019,44888.10,-1.84,38759.92,-1.67,44254.16,-1.59,34388.92,1.75,43382.85,1.97
5/04/2019,44881.79,0.00,38754.63,0.00,44249.28,0.00,34394.67,0.00,43390.05,0.00
6/04/2019,44881.79,0.00,38754.63,0.00,44249.28,0.00,34394.67,0.00,43390.05,0.00
7/04/2019,44881.79,4.00,38754.63,04.07,44249.28,4.21,34394.67,04.07,43390.05,4.00
8/04/2019,44936.28,2.54,38813.00,3.46,44316.67,4.19,34453.24,4.24,43444.39,4.37
9/04/2019,44949.01,-3.11,38844.74,3.48,44382.99,4.45,34522.68,4.42,43523.40,4.71
10/04/2019,44926.55,4.35,38877.04,4.16,44468.77,4.38,34605.43,4.15,43634.07,4.24
11/04/2019,45004.27,-4.61,38941.40,-4.32,44548.59,-4.32,34669.15,-3.75,43703.73,-3.10
12/04/2019,44903.42,0.00,38866.57,0.00,44473.23,0.00,34626.46,0.00,43681.54,0.00
13/04/2019,44903.42,0.00,38866.57,0.00,44473.23,0.00,34626.46,0.00,43681.54,0.00
14/04/2019,44903.42,-4.22,38866.57,-3.77,44473.23,-4.17,34626.46,-3.91,43681.54,-2.91
15/04/2019,44835.72,4.52,38822.99,04.03,44408.33,4.14,34576.73,3.53,43663.25,2.77
16/04/2019,44927.43,4.99,38879.32,4.57,44470.87,3.97,34610.96,1.83,43679.18,-3.10
17/04/2019,45073.70,-5.04,38976.26,-4.38,44524.09,-3.80,34617.17,-2.55,43657.00,3.00
18/04/2019,44918.96,0.00,38896.30,0.00,44479.20,0.00,34604.34,0.00,43677.16,0.00
19/04/2019,44918.96,0.00,38896.30,0.00,44479.20,0.00,34604.34,0.00,43677.16,0.00
20/04/2019,44918.96,0.00,38896.30,0.00,44479.20,0.00,34604.34,0.00,43677.16,0.00
21/04/2019,44918.96,3.75,38896.30,3.43,44479.20,3.89,34604.34,04.03,43677.16,4.17
22/04/2019,44961.62,3.44,38927.22,2.21,44528.11,1.75,34660.50,-0.94,43742.11,-2.54
23/04/2019,44992.85,5.24,38936.33,4.69,44533.85,4.38,34657.93,3.83,43729.48,2.79
24/04/2019,45181.71,4.44,39044.69,3.80,44613.84,3.42,34703.95,-2.13,43745.84,-2.11
25/04/2019,45266.38,3.73,39089.38,-2.35,44644.41,-3.49,34695.51,-3.51,43737.59,-3.67
